CATEGORIA,SUBCATEGORIA,Ano,Producao
DERIVADOS,Espumante,2021,70091
DERIVADOS,Espumante moscatel,2021,11950
DERIVADOS,Base espumante,2021,5475049
DERIVADOS,Base espumante moscatel,2021,5549471
DERIVADOS,Base Champenoise champanha,2021,0
DERIVADOS,Base Charmat champanha,2021,0
DERIVADOS,Bebida de uva,2021,2000
DERIVADOS,Polpa de uva,2021,1180578
DERIVADOS,Mosto simples,2021,153579926
DERIVADOS,Mosto concentrado,2021,0
DERIVADOS,Mosto de uva com bagaço,2021,618764
DERIVADOS,Mosto dessulfitado,2021,1532000
DERIVADOS,Mistelas,2021,2500
DERIVADOS,Néctar de uva,2021,18187
DERIVADOS,Licorosos,2021,0
DERIVADOS,Compostos,2021,0
DERIVADOS,Jeropiga,2021,3540
DERIVADOS,Filtrado,2021,0
DERIVADOS,Frisante,2021,1390
DERIVADOS,Vinho leve,2021,0
DERIVADOS,Vinho licoroso,2021,30000
DERIVADOS,Brandy,2021,120
DERIVADOS,Destilado,2021,0
DERIVADOS,Bagaceira,2021,12060
DERIVADOS,Licor de bagaceira,2021,0
DERIVADOS,Vinagre,2021,7500
DERIVADOS,Borra líquida,2021,116450
DERIVADOS,Borra seca,2021,16789
DERIVADOS,Vinho Composto,2021,160000
DERIVADOS,Pisco,2021,0
DERIVADOS,Vinho orgânico,2021,93884
DERIVADOS,Espumante orgânico,2021,2412
DERIVADOS,Destilado alcoólico simples de bagaceira,2021,3000
DERIVADOS,Vinho acidificado,2021,0
DERIVADOS,Mosto parcialmente fermentado,2021,543510
DERIVADOS,Outros derivados,2021,322
VINHO DE MESA,VINHO DE MESA,2022,195031611
VINHO DE MESA,Tinto,2022,162844214
VINHO DE MESA,Branco,2022,30198430
VINHO DE MESA,Rosado,2022,1988968
VINHO  FINO DE MESA,VINHO FINO DE MESA (VINIFERA),2022,47511796
VINHO FINO DE MESA,Tinto,2022,24417918
VINHO FINO DE MESA,Branco,2022,20896613
VINHO FINO DE MESA,Rosado,2022,2197265
SUCO,SUCO,2022,65809079
SUCO,Suco de uva integral,2022,35248305
SUCO,Suco de uva concentrado,2022,29892550
SUCO,Suco de uva adoçado,2022,79130
SUCO,Suco de uva orgânico,2022,589094
SUCO,Suco de uva reconstituído,2022,0
DERIVADOS,DERIVADOS,2022,138501226
DERIVADOS,Espumante,2022,70759
DERIVADOS,Espumante moscatel,2022,27200
DERIVADOS,Base espumante,2022,0
DERIVADOS,Base espumante moscatel,2022,6308043
DERIVADOS,Base Champenoise champanha,2022,1146717
DERIVADOS,Base Charmat champanha,2022,4078766
DERIVADOS,Bebida de uva,2022,0
DERIVADOS,Polpa de uva,2022,387886
DERIVADOS,Mosto simples,2022,126048241
DERIVADOS,Mosto concentrado,2022,0
DERIVADOS,Mosto de uva com bagaço,2022,0
DERIVADOS,Mosto dessulfitado,2022,0
DERIVADOS,Mistelas,2022,0
DERIVADOS,Néctar de uva,2022,0
DERIVADOS,Licorosos,2022,0
DERIVADOS,Compostos,2022,0
DERIVADOS,Jeropiga,2022,5000
DERIVADOS,Filtrado,2022,0
DERIVADOS,Frisante,2022,0
DERIVADOS,Vinho leve,2022,0
DERIVADOS,Vinho licoroso,2022,67000
DERIVADOS,Brandy,2022,0
DERIVADOS,Destilado,2022,0
DERIVADOS,Bagaceira,2022,4998
DERIVADOS,Licor de bagaceira,2022,0
DERIVADOS,Vinagre,2022,16200
DERIVADOS,Borra líquida,2022,0
DERIVADOS,Borra seca,2022,0
DERIVADOS,Vinho Composto,2022,0
DERIVADOS,Pisco,2022,0
DERIVADOS,Vinho orgânico,2022,88890
DERIVADOS,Espumante orgânico,2022,0
DERIVADOS,Destilado alcoólico simples de bagaceira,2022,4300
DERIVADOS,Vinho acidificado,2022,0
DERIVADOS,Mosto parcialmente fermentado,2022,0
DERIVADOS,Outros derivados,2022,247228
VINHO DE MESA,VINHO DE MESA,2023,169762429
VINHO DE MESA,Tinto,2023,139320884
VINHO DE MESA,Branco,2023,27910299
VINHO DE MESA,Rosado,2023,2531246
VINHO  FINO DE MESA,VINHO FINO DE MESA (VINIFERA),2023,46268556
VINHO FINO DE MESA,Tinto,2023,23615783
VINHO FINO DE MESA,Branco,2023,20693437
VINHO FINO DE MESA,Rosado,2023,1959336
SUCO,SUCO,2023,67045238
SUCO,Suco de uva integral,2023,38122173
SUCO,Suco de uva concentrado,2023,28216760
SUCO,Suco de uva adoçado,2023,94587
SUCO,Suco de uva orgânico,2023,611718
SUCO,Suco de uva reconstituído,2023,0
DERIVADOS,DERIVADOS,2023,174716647
DERIVADOS,Espumante,2023,65525
DERIVADOS,Espumante moscatel,2023,14744
DERIVADOS,Base espumante,2023,0
DERIVADOS,Base espumante moscatel,2023,6734590
DERIVADOS,Base Champenoise champanha,2023,1552243
DERIVADOS,Base Charmat champanha,2023,5418118
DERIVADOS,Bebida de uva,2023,1627
DERIVADOS,Polpa de uva,2023,1388251
DERIVADOS,Mosto simples,2023,157848983
DERIVADOS,Mosto concentrado,2023,0
DERIVADOS,Mosto de uva com bagaço,2023,7784
DERIVADOS,Mosto dessulfitado,2023,0
DERIVADOS,Mistelas,2023,600
DERIVADOS,Néctar de uva,2023,70976
DERIVADOS,Licorosos,2023,0
DERIVADOS,Compostos,2023,0
DERIVADOS,Jeropiga,2023,4500
DERIVADOS,Filtrado,2023,0
DERIVADOS,Frisante,2023,0
DERIVADOS,Vinho leve,2023,0
DERIVADOS,Vinho licoroso,2023,73600
DERIVADOS,Brandy,2023,450
DERIVADOS,Destilado,2023,0
DERIVADOS,Bagaceira,2023,0
DERIVADOS,Licor de bagaceira,2023,0
DERIVADOS,Vinagre,2023,9000
DERIVADOS,Borra líquida,2023,758140
DERIVADOS,Borra seca,2023,17200
DERIVADOS,Vinho Composto,2023,0
DERIVADOS,Pisco,2023,0
DERIVADOS,Vinho orgânico,2023,94150
DERIVADOS,Espumante orgânico,2023,1365
DERIVADOS,Destilado alcoólico simples de bagaceira,2023,0
DERIVADOS,Vinho acidificado,2023,2500
DERIVADOS,Mosto parcialmente fermentado,2023,0
DERIVADOS,Outros derivados,2023,652301
