CATEGORIA,SUBCATEGORIA,Ano,Comercio
OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,2015,128754
OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2015,8118
OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2015,3297202
OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,2015,611787
OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2015,0
OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2015,6001714
OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,2015,58860
OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2015,1144
OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,2015,0
OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,2015,335966
OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,2015,0
OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,2015,3959884
OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,2015,660042
OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,2015,2500025
OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,2015,160245
OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,2015,0
OUTROS PRODUTOS COMERCIALIZADOS,Sangria,2015,131599
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,2015,120677
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,2015,1164527
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2015,8188031
OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,2015,3359266
OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,2015,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2015,413735
OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2015,510975
OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,2015,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,2015,0
VINHO DE MESA,VINHO DE MESA,2016,166769622
VINHO DE MESA,Tinto,2016,146646365
VINHO DE MESA,Rosado,2016,1391942
VINHO DE MESA,Branco,2016,18731315
VINHO  FINO DE MESA,VINHO  FINO DE MESA,2016,19630158
VINHO  FINO DE MESA,Tinto,2016,15228514
VINHO  FINO DE MESA,Rosado,2016,172351
VINHO  FINO DE MESA,Branco,2016,4229293
VINHO FRIZANTE,VINHO FRIZANTE,2016,1727386
VINHO ORGÂNICO,VINHO ORGÂNICO,2016,0
VINHO ESPECIAL,VINHO ESPECIAL,2016,331
VINHO ESPECIAL,Tinto,2016,331
VINHO ESPECIAL,Rosado,2016,0
VINHO ESPECIAL,Branco,2016,0
ESPUMANTES,ESPUMANTES,2016,16945710
ESPUMANTES,Espumante  Moscatel,2016,4507467
ESPUMANTES,Espumante,2016,12438243
ESPUMANTES,Espumante Orgânico,2016,0
SUCO DE UVAS,SUCO DE UVAS,2016,92290851
SUCO DE UVAS,Suco Natural Integral,2016,0
SUCO DE UVAS,Suco Adoçado,2016,0
SUCO DE UVAS,Suco Reprocessado/reconstituido,2016,0
SUCO DE UVAS,Suco Orgânico,2016,0
SUCO DE UVAS,Outros sucos de uvas,2016,0
SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,2016,28859784
OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,2016,27120309
OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),2016,0
OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",2016,0
OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,2016,0
OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,2016,6315
OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),2016,9301
OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,2016,74805
OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,2016,122356
OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,2016,131739
OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,2016,1483
OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,2016,15000
OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,2016,57292
OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2016,8253
OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2016,2450732
OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,2016,506532
OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2016,6700
OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2016,4225414
OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,2016,14429
OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2016,835
OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,2016,0
OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,2016,9458
OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,2016,0
OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,2016,3288046
OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,2016,763041
OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,2016,1924093
OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,2016,33684
OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,2016,0
OUTROS PRODUTOS COMERCIALIZADOS,Sangria,2016,77070
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,2016,101991
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,2016,1083539
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2016,8186761
OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,2016,3097566
OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,2016,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2016,377685
OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2016,546189
OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,2016,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,2016,0
VINHO DE MESA,VINHO DE MESA,2017,176059959
VINHO DE MESA,Tinto,2017,154309442
VINHO DE MESA,Rosado,2017,1097426
VINHO DE MESA,Branco,2017,20653091
VINHO  FINO DE MESA,VINHO  FINO DE MESA,2017,15874354
VINHO  FINO DE MESA,Tinto,2017,12021684
VINHO  FINO DE MESA,Rosado,2017,182080
VINHO  FINO DE MESA,Branco,2017,3670590
VINHO FRIZANTE,VINHO FRIZANTE,2017,1586985
VINHO ORGÂNICO,VINHO ORGÂNICO,2017,0
VINHO ESPECIAL,VINHO ESPECIAL,2017,0
VINHO ESPECIAL,Tinto,2017,0
VINHO ESPECIAL,Rosado,2017,0
VINHO ESPECIAL,Branco,2017,0
ESPUMANTES,ESPUMANTES,2017,17583283
ESPUMANTES,Espumante  Moscatel,2017,5561181
ESPUMANTES,Espumante,2017,12022102
ESPUMANTES,Espumante Orgânico,2017,0
SUCO DE UVAS,SUCO DE UVAS,2017,107243326
SUCO DE UVAS,Suco Natural Integral,2017,0
SUCO DE UVAS,Suco Adoçado,2017,0
SUCO DE UVAS,Suco Reprocessado/reconstituido,2017,0
SUCO DE UVAS,Suco Orgânico,2017,0
SUCO DE UVAS,Outros sucos de uvas,2017,0
SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,2017,26815645
OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,2017,28027052
OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),2017,0
OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",2017,0
OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,2017,0
OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,2017,49662
OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),2017,9257
OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,2017,48866
OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,2017,298836
OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,2017,139070
OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,2017,10297
OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,2017,20795
OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,2017,4970
OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2017,5089
OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2017,2471612
OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,2017,418433
OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2017,0
OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2017,4208753
OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,2017,508
OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2017,1194
OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,2017,0
OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,2017,63971
OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,2017,0
OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,2017,4727294
OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,2017,1082923
OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,2017,1876212
OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,2017,30519
OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,2017,0
OUTROS PRODUTOS COMERCIALIZADOS,Sangria,2017,62272
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,2017,81944
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,2017,975992
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2017,7686691
OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,2017,2769202
OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,2017,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2017,485944
OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2017,496746
OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,2017,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,2017,0
VINHO DE MESA,VINHO DE MESA,2018,177186273
VINHO DE MESA,Tinto,2018,155115499
VINHO DE MESA,Rosado,2018,1972944
VINHO DE MESA,Branco,2018,20097830
VINHO  FINO DE MESA,VINHO  FINO DE MESA,2018,14826143
VINHO  FINO DE MESA,Tinto,2018,11150517
VINHO  FINO DE MESA,Rosado,2018,262430
VINHO  FINO DE MESA,Branco,2018,3413196
VINHO FRIZANTE,VINHO FRIZANTE,2018,1638337
VINHO ORGÂNICO,VINHO ORGÂNICO,2018,0
VINHO ESPECIAL,VINHO ESPECIAL,2018,0
VINHO ESPECIAL,Tinto,2018,0
VINHO ESPECIAL,Rosado,2018,0
VINHO ESPECIAL,Branco,2018,0
ESPUMANTES,ESPUMANTES,2018,18218375
ESPUMANTES,Espumante  Moscatel,2018,6526075
ESPUMANTES,Espumante,2018,11692300
ESPUMANTES,Espumante Orgânico,2018,0
SUCO DE UVAS,SUCO DE UVAS,2018,140472108
SUCO DE UVAS,Suco Natural Integral,2018,0
SUCO DE UVAS,Suco Adoçado,2018,0
SUCO DE UVAS,Suco Reprocessado/reconstituido,2018,0
SUCO DE UVAS,Suco Orgânico,2018,0
SUCO DE UVAS,Outros sucos de uvas,2018,0
SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,2018,23572263
OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,2018,31246158
OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),2018,3734763
OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",2018,0
OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,2018,0
OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,2018,21575
OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),2018,6929
OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,2018,74941
OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,2018,287361
OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,2018,109200
OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,2018,10330
OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,2018,11600
OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,2018,721280
OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2018,4652
OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2018,3091682
OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,2018,349836
OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2018,82
OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2018,3867645
OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,2018,173
OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2018,1902
OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,2018,0
OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,2018,715708
OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,2018,0
OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,2018,3517417
OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,2018,1773526
OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,2018,1853162
OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,2018,76888
OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,2018,40574
OUTROS PRODUTOS COMERCIALIZADOS,Sangria,2018,58498
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,2018,133714
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,2018,888589
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2018,6994467
OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,2018,2158993
OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,2018,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2018,249165
OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2018,491165
OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,2018,198
OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,2018,143
VINHO DE MESA,VINHO DE MESA,2019,180446489
VINHO DE MESA,Tinto,2019,158519218
VINHO DE MESA,Rosado,2019,1265435
VINHO DE MESA,Branco,2019,20661836
VINHO  FINO DE MESA,VINHO  FINO DE MESA,2019,15684588
VINHO  FINO DE MESA,Tinto,2019,11433702
VINHO  FINO DE MESA,Rosado,2019,503524
VINHO  FINO DE MESA,Branco,2019,3747362
VINHO FRIZANTE,VINHO FRIZANTE,2019,1826433
VINHO ORGÂNICO,VINHO ORGÂNICO,2019,2554
VINHO ESPECIAL,VINHO ESPECIAL,2019,0
VINHO ESPECIAL,Tinto,2019,0
VINHO ESPECIAL,Rosado,2019,0
VINHO ESPECIAL,Branco,2019,0
ESPUMANTES,ESPUMANTES,2019,22759859
ESPUMANTES,Espumante  Moscatel,2019,8997187
ESPUMANTES,Espumante,2019,13762361
ESPUMANTES,Espumante Orgânico,2019,311
SUCO DE UVAS,SUCO DE UVAS,2019,147907617
SUCO DE UVAS,Suco Natural Integral,2019,131628685
SUCO DE UVAS,Suco Adoçado,2019,0
SUCO DE UVAS,Suco Reprocessado/reconstituido,2019,7759932
SUCO DE UVAS,Suco Orgânico,2019,416849
SUCO DE UVAS,Outros sucos de uvas,2019,8102151
SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,2019,28721470
OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,2019,34794651
OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),2019,310886
OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",2019,0
OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,2019,0
OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,2019,0
OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),2019,8746
OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,2019,65692
OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,2019,271714
OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,2019,115468
OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,2019,498512
OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,2019,17398
OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,2019,153770
OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2019,5015
OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2019,3782516
OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,2019,269701
OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2019,309
OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2019,4076204
OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,2019,0
OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2019,3765
OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,2019,0
OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,2019,5736852
OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,2019,94000
OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,2019,4006608
OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,2019,2294581
OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,2019,1838395
OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,2019,52567
OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,2019,110648
OUTROS PRODUTOS COMERCIALIZADOS,Sangria,2019,67279
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,2019,211653
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,2019,1130092
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2019,6246945
OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,2019,2592380
OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,2019,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2019,366549
OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2019,465964
OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,2019,306
OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,2019,136
VINHO DE MESA,VINHO DE MESA,2020,215557931
VINHO DE MESA,Tinto,2020,189573423
VINHO DE MESA,Rosado,2020,1394901
VINHO DE MESA,Branco,2020,24589607
VINHO  FINO DE MESA,VINHO  FINO DE MESA,2020,24310834
VINHO  FINO DE MESA,Tinto,2020,18202453
VINHO  FINO DE MESA,Rosado,2020,993248
VINHO  FINO DE MESA,Branco,2020,5115133
VINHO FRIZANTE,VINHO FRIZANTE,2020,2557585
VINHO ORGÂNICO,VINHO ORGÂNICO,2020,10718
VINHO ESPECIAL,VINHO ESPECIAL,2020,0
VINHO ESPECIAL,Tinto,2020,0
VINHO ESPECIAL,Rosado,2020,0
VINHO ESPECIAL,Branco,2020,0
ESPUMANTES,ESPUMANTES,2020,22610762
ESPUMANTES,Espumante  Moscatel,2020,9298571
ESPUMANTES,Espumante,2020,13311450
ESPUMANTES,Espumante Orgânico,2020,742
SUCO DE UVAS,SUCO DE UVAS,2020,144889668
SUCO DE UVAS,Suco Natural Integral,2020,114453657
SUCO DE UVAS,Suco Adoçado,2020,0
SUCO DE UVAS,Suco Reprocessado/reconstituido,2020,22066742
SUCO DE UVAS,Suco Orgânico,2020,553391
SUCO DE UVAS,Outros sucos de uvas,2020,7815879
SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,2020,22422414
OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,2020,26547242
OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),2020,192057
OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",2020,0
OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,2020,866
OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,2020,6640
OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),2020,7610
OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,2020,8772
OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,2020,123
OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,2020,23703
OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,2020,354511
OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,2020,22975
OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,2020,146260
OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2020,7966
OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2020,6260381
OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,2020,205664
OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2020,200
OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2020,2415338
OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,2020,1267
OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2020,1201
OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,2020,0
OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,2020,48044
OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,2020,0
OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,2020,3319597
OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,2020,2543754
OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,2020,1129453
OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,2020,11366
OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,2020,144945
OUTROS PRODUTOS COMERCIALIZADOS,Sangria,2020,11017
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,2020,248771
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,2020,1075579
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2020,6049584
OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,2020,1879227
OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,2020,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2020,63625
OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2020,362340
OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,2020,396
OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,2020,4012
VINHO DE MESA,VINHO DE MESA,2021,210012238
VINHO DE MESA,Tinto,2021,185653678
VINHO DE MESA,Rosado,2021,1931606
VINHO DE MESA,Branco,2021,22426954
VINHO  FINO DE MESA,VINHO  FINO DE MESA,2021,27080445
VINHO  FINO DE MESA,Tinto,2021,19337862
VINHO  FINO DE MESA,Rosado,2021,1603537
VINHO  FINO DE MESA,Branco,2021,6139046
VINHO FRIZANTE,VINHO FRIZANTE,2021,3696762
VINHO ORGÂNICO,VINHO ORGÂNICO,2021,18686
VINHO ESPECIAL,VINHO ESPECIAL,2021,0
VINHO ESPECIAL,Tinto,2021,0
VINHO ESPECIAL,Rosado,2021,0
VINHO ESPECIAL,Branco,2021,0
ESPUMANTES,ESPUMANTES,2021,31242697
ESPUMANTES,Espumante  Moscatel,2021,12240059
ESPUMANTES,Espumante,2021,19001999
ESPUMANTES,Espumante Orgânico,2021,639
SUCO DE UVAS,SUCO DE UVAS,2021,147753321
SUCO DE UVAS,Suco Natural Integral,2021,115173833
SUCO DE UVAS,Suco Adoçado,2021,0
SUCO DE UVAS,Suco Reprocessado/reconstituido,2021,26136089
SUCO DE UVAS,Suco Orgânico,2021,902299
SUCO DE UVAS,Outros sucos de uvas,2021,5541100
SUCO DE UVAS CONCENTRADO,SUCO DE UVAS CONCENTRADO,2021,26730942
OUTROS PRODUTOS COMERCIALIZADOS,OUTROS PRODUTOS COMERCIALIZADOS,2021,26657930
OUTROS PRODUTOS COMERCIALIZADOS,Outros vinhos (sem informação detalhada),2021,17618
OUTROS PRODUTOS COMERCIALIZADOS,"Agrin (fermentado, acetico misto)",2021,0
OUTROS PRODUTOS COMERCIALIZADOS,Aguardente de vinho 50°gl,2021,0
OUTROS PRODUTOS COMERCIALIZADOS,Alcool vinico,2021,0
OUTROS PRODUTOS COMERCIALIZADOS,Bagaceira (graspa),2021,7676
OUTROS PRODUTOS COMERCIALIZADOS,Base champenoise champanha,2021,9580
OUTROS PRODUTOS COMERCIALIZADOS,Base charmat champanha,2021,4230
OUTROS PRODUTOS COMERCIALIZADOS,Base espumante moscatel,2021,49734
OUTROS PRODUTOS COMERCIALIZADOS,Bebida de uva,2021,324298
OUTROS PRODUTOS COMERCIALIZADOS,Borra líquida,2021,935
OUTROS PRODUTOS COMERCIALIZADOS,Borra seca,2021,414100
OUTROS PRODUTOS COMERCIALIZADOS,Brandy (conhaque),2021,7311
OUTROS PRODUTOS COMERCIALIZADOS,Cooler,2021,6107943
OUTROS PRODUTOS COMERCIALIZADOS,Coquetel com vinho,2021,244184
OUTROS PRODUTOS COMERCIALIZADOS,Destilado de vinho,2021,175
OUTROS PRODUTOS COMERCIALIZADOS,Filtrado doce,2021,2430821
OUTROS PRODUTOS COMERCIALIZADOS,Jeropiga,2021,1763
OUTROS PRODUTOS COMERCIALIZADOS,Mistelas,2021,9075
OUTROS PRODUTOS COMERCIALIZADOS,Mosto concentrado,2021,0
OUTROS PRODUTOS COMERCIALIZADOS,Mosto de uva,2021,803171
OUTROS PRODUTOS COMERCIALIZADOS,Mosto sulfitado,2021,0
OUTROS PRODUTOS COMERCIALIZADOS,Nectar de uva,2021,4021229
OUTROS PRODUTOS COMERCIALIZADOS,Outros produtos,2021,2105686
OUTROS PRODUTOS COMERCIALIZADOS,Polpa de uva,2021,1002033
OUTROS PRODUTOS COMERCIALIZADOS,Preparado líquido para refresco,2021,23455
OUTROS PRODUTOS COMERCIALIZADOS,Refrigerante +50% suco,2021,175954
OUTROS PRODUTOS COMERCIALIZADOS,Sangria,2021,17222
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre balsamico,2021,332217
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre duplo,2021,795060
OUTROS PRODUTOS COMERCIALIZADOS,Vinagre simples,2021,5647166
OUTROS PRODUTOS COMERCIALIZADOS,Vinho acetificado,2021,1448086
OUTROS PRODUTOS COMERCIALIZADOS,Vinho base para espumantes,2021,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho composto,2021,227116
OUTROS PRODUTOS COMERCIALIZADOS,Vinho licoroso,2021,376597
OUTROS PRODUTOS COMERCIALIZADOS,Vinho leve,2021,0
OUTROS PRODUTOS COMERCIALIZADOS,Vinho gaseificado,2021,53495
VINHO DE MESA,VINHO DE MESA,2022,187939996
VINHO DE MESA,Tinto,2022,165067340
VINHO DE MESA,Rosado,2022,2213723
VINHO DE MESA,Branco,2022,20658933
VINHO  FINO DE MESA,VINHO  FINO DE MESA,2022,21533487
VINHO  FINO DE MESA,Tinto,2022,15258778
